Status,AcqSite,Scanner,Project,Session,ScanId,ScanDate,InsertDate,UUID
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA6307056_V1_A,13,2017-05-18,2017-05-24 15:34:18.502,0fe717dc-87cc-4a0f-ac0d-3813bf745312
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA6307056_V1_A,30,2017-05-18,2017-05-24 15:34:18.502,30a16bb9-661b-4736-b7a2-bb34f01030e4
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA6307056_V1_A,33,2017-05-18,2017-05-24 15:34:18.502,32a278ba-0c06-4f9c-81a7-edbe480ebb18
MISSING RAW,,MRC35426,CCF_HCA_ITK,HCA6307056_V1_A,36,2017-05-18,2017-05-24 15:34:18.502,cff755a4-9ca5-45e3-aac1-daf764bdb103
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9760091_V1_B,10,2017-06-05,2017-06-05 19:31:28.256,961d4a9a-a10b-4d52-a1c9-b0e01c4d99ef
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9760091_V1_B,13,2017-06-05,2017-06-05 19:31:28.256,a92e53d5-25c3-40c4-a343-82e3a856ad4d
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9760091_V1_B,18,2017-06-05,2017-06-05 19:31:28.256,d3d3fd80-60fa-4494-a5fb-c271d7a17185
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9760091_V1_B,21,2017-06-05,2017-06-05 19:31:28.256,4dacf8f4-0f46-4915-b065-8bcae336d5fb
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9760091_V1_B,24,2017-06-05,2017-06-05 19:31:28.256,f30d4f97-6df6-4c62-b620-af3b80dea278
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9760091_V1_B,27,2017-06-05,2017-06-05 19:31:28.256,4d9a928f-6006-4d2e-8a40-815f82db4c41
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8646593_V1_A,10,2017-06-09,2017-06-09 16:31:38.446,7cff0813-23f3-4648-967b-ed34fe87d1c6
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8646593_V1_A,13,2017-06-09,2017-06-09 16:31:38.446,0222da26-ebca-4cc5-bbf1-d453718646e4
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA9443079_V1_A,10,2017-06-17,2017-06-22 00:58:57.759,47bf5456-cd10-4061-9f3e-274e43af88d6
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA9443079_V1_A,13,2017-06-17,2017-06-22 00:58:57.759,13f3b9a7-4073-4122-9b54-12570b032d82
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA9443079_V1_A,30,2017-06-17,2017-06-22 00:58:57.759,44180c66-edc9-4558-8bb3-6c1821fe5c93
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA9443079_V1_A,33,2017-06-17,2017-06-22 00:58:57.759,87d880a2-65e7-4f62-8c87-c53f4338f658
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA9443079_V1_A,36,2017-06-17,2017-06-22 00:58:57.759,fe215f1f-181c-4832-86b8-b54257e0c8d6
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9510169_V1_B,10,2017-06-23,2017-06-23 15:31:59.178,0cc2ed8d-d40c-4e2e-8d1c-70e60665fdf9
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9510169_V1_B,13,2017-06-23,2017-06-23 15:31:59.178,518d2cb0-5cf4-429e-91c2-bfca7320854f
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9510169_V1_B,18,2017-06-23,2017-06-23 15:31:59.178,1b9b6bc8-5653-434f-8d51-218910b4056c
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9510169_V1_B,21,2017-06-23,2017-06-23 15:31:59.178,6e7cabe6-70b9-408e-a44f-a194e95e3e48
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9510169_V1_B,24,2017-06-23,2017-06-23 15:31:59.178,348987ed-9643-4550-9117-2f7034c0c41f
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9510169_V1_B,27,2017-06-23,2017-06-23 15:31:59.178,905026d3-56df-406d-a45d-f0ed665391ba
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8927501_V1_B,10,2017-06-23,2017-06-23 20:33:00.918,411d6e33-8b1d-4622-99a2-738e582c992e
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8927501_V1_B,13,2017-06-23,2017-06-23 20:33:00.918,3c9f4988-6bc3-48d6-baef-a36dc9b0d49e
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8927501_V1_B,18,2017-06-23,2017-06-23 20:33:00.918,5b5c9cf0-1108-4e8a-83a3-d95f3580acc3
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8927501_V1_B,21,2017-06-23,2017-06-23 20:33:00.918,031860cb-9b64-4d2a-81cf-dc9377d8824e
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8927501_V1_B,24,2017-06-23,2017-06-23 20:33:00.918,3a93d5f5-7e19-4a4e-86aa-c4a0530a8b27
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8927501_V1_B,27,2017-06-23,2017-06-23 20:33:00.918,5b5f486c-27b3-4193-ac7d-ea3c588bcebb
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_A,10,2017-06-24,2017-06-25 01:50:53.043,8f72600d-1662-4a1a-a710-cbf4cb61e779
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_A,13,2017-06-24,2017-06-25 01:50:53.043,ece9c01a-ca9c-430d-a21e-8c607473fa4b
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_A,30,2017-06-24,2017-06-25 01:50:53.043,3b4218bf-76e0-42f1-becd-5c57921e98c1
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_A,33,2017-06-24,2017-06-25 01:50:53.043,a8e095e7-527d-4b99-bf89-98981e874ba0
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA7271369_V1_A,36,2017-06-24,2017-06-25 01:50:53.043,80194f10-22fb-476c-ba25-0aa4318ad985
HAS RAW,UCLA Brain Mapping Center,MRC35343,CCF_HCA_ITK,HCA9392997_V1_B,10,2017-06-25,2017-06-25 23:31:37.987,14a6fcae-6974-49c4-a14d-fd71c43a8e69
HAS RAW,UCLA Brain Mapping Center,MRC35343,CCF_HCA_ITK,HCA9392997_V1_B,13,2017-06-25,2017-06-25 23:31:37.987,d8a127b5-996b-4177-a9e2-fb629f513304
HAS RAW,UCLA Brain Mapping Center,MRC35343,CCF_HCA_ITK,HCA9392997_V1_B,18,2017-06-25,2017-06-25 23:31:37.987,f44402ac-3563-415c-ad8b-d3cd00ca03e3
HAS RAW,UCLA Brain Mapping Center,MRC35343,CCF_HCA_ITK,HCA9392997_V1_B,21,2017-06-25,2017-06-25 23:31:37.987,f41f8a6a-826a-4a72-a103-b8c5a1739734
HAS RAW,UCLA Brain Mapping Center,MRC35343,CCF_HCA_ITK,HCA9392997_V1_B,24,2017-06-25,2017-06-25 23:31:37.987,6eede9fc-de4a-424c-873f-2fb5ed27ec15
HAS RAW,UCLA Brain Mapping Center,MRC35343,CCF_HCA_ITK,HCA9392997_V1_B,27,2017-06-25,2017-06-25 23:31:37.987,94b21ab3-d4d4-4889-b835-9e9f3ef1e1d0
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9409786_V1_A,10,2017-07-05,2017-07-05 19:33:28.578,feb09266-8ba2-46d8-954a-8d30d492b060
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9409786_V1_A,13,2017-07-05,2017-07-05 19:33:28.578,32e0a4fe-caec-4d1e-8303-b5874503d89f
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9409786_V1_A,30,2017-07-05,2017-07-05 19:33:28.578,1562d549-8d97-4e23-8c5f-f2610f204c9d
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9409786_V1_A,33,2017-07-05,2017-07-05 19:33:28.578,c41bfcf9-dcb5-49da-a9c4-00747fbadc82
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9409786_V1_A,36,2017-07-05,2017-07-05 19:33:28.578,27388305-1f80-440b-bf1b-38cfced7e2ea
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9503576_V1_A,10,2017-07-07,2017-07-07 19:33:20.031,e95c8219-5686-44f8-aa9d-2e354a9981f1
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9503576_V1_A,13,2017-07-07,2017-07-07 19:33:20.031,58255d93-7c4c-40be-a4f8-a11a7b635e64
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9503576_V1_A,30,2017-07-07,2017-07-07 19:33:20.031,2f11bf7b-8b6b-476a-9efc-879f36681a93
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9503576_V1_A,33,2017-07-07,2017-07-07 19:33:20.031,c1c956ac-6b69-4862-b831-e40d4b0e26d9
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9503576_V1_A,36,2017-07-07,2017-07-07 19:33:20.031,86d4cccc-4972-48d2-80ec-bc1e840d033e
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9121158_V1_A,10,2017-07-11,2017-07-11 18:31:39.118,7e42f7e7-05d6-44da-8da9-aec25c1e9585
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9121158_V1_A,13,2017-07-11,2017-07-11 18:31:39.118,c726844d-08fc-4d63-b882-a418b038cc03
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA9121158_V1_A,31,2017-07-11,2017-07-11 18:31:39.118,f483d36f-d1dc-4a87-8162-e36a7e71d487
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_A,10,2017-07-12,2017-07-12 19:33:13.658,b39963da-9492-4b57-8f45-1b27f04b12f2
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_A,13,2017-07-12,2017-07-12 19:33:13.658,d8d64b10-d57b-4af1-b928-333cacabc7e7
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_A,30,2017-07-12,2017-07-12 19:33:13.658,1a378944-3e4b-4d9d-953a-c117602fdf77
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_A,33,2017-07-12,2017-07-12 19:33:13.658,7f7d49e4-c667-4ed0-ba03-946c3efb1c63
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_A,36,2017-07-12,2017-07-12 19:33:13.658,a9bcbe4f-4a60-41d3-91e9-6d7f6f21761d
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA7388794_V1_A,10,2017-07-12,2017-07-12 20:31:58.787,926040f8-715b-4894-bf60-a4a603251990
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA7388794_V1_A,13,2017-07-12,2017-07-12 20:31:58.787,35cd76cd-28a9-4bf1-9572-4fcfca0566e0
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA7388794_V1_A,30,2017-07-12,2017-07-12 20:31:58.787,6a6339ce-8acf-4381-9289-62246da58bf9
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA7388794_V1_A,33,2017-07-12,2017-07-12 20:31:58.787,fdae579d-fe2c-4608-a999-928e6c26dc1e
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA7388794_V1_A,36,2017-07-12,2017-07-12 20:31:58.787,6770a018-89f1-44dd-a2f2-95b8a5c589eb
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_B,11,2017-07-12,2017-07-12 20:33:14.232,1c05d085-c72c-4490-990f-0d1e04d48d50
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_B,13,2017-07-12,2017-07-12 20:33:14.232,820c8231-e077-43a9-a038-0a98bed1afda
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_B,16,2017-07-12,2017-07-12 20:33:14.232,e7e38e07-9073-45f9-93ea-b206dc92948c
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_B,21,2017-07-12,2017-07-12 20:33:14.232,ccf42e2a-e5b4-45d6-a233-d362d21a719d
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_B,24,2017-07-12,2017-07-12 20:33:14.232,d9dcb658-3165-49ae-ad02-ed3d1617e2a5
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_B,27,2017-07-12,2017-07-12 20:33:14.232,bff06366-3345-481a-8df8-3054f2a9c53d
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA8542379_V1_B,30,2017-07-12,2017-07-12 20:33:14.232,7376da0c-f7b3-4af4-ab0c-3ce9f5521248
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6673990_V1_A,10,2017-07-13,2017-07-13 22:34:21.32,3d2b2080-ee2c-4482-ab53-33378901bebe
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6673990_V1_A,13,2017-07-13,2017-07-13 22:34:21.32,b1552152-8c83-466e-87d9-a6ec8d4a5dba
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6673990_V1_A,36,2017-07-13,2017-07-13 22:34:21.32,17ed7af2-9dee-47b6-a462-016351bc2f3d
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6673990_V1_A,39,2017-07-13,2017-07-13 22:34:21.32,9a6352bb-9b67-4639-8850-18d5f11e7899
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6673990_V1_A,42,2017-07-13,2017-07-13 22:34:21.32,63150859-28b6-4497-8de3-1b84f6dafa39
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA7799311_V1_A,10,2017-07-15,2017-07-15 21:31:58.78,4c04c8e5-5b9f-4a45-829f-e42bc9fadd08
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA7799311_V1_A,13,2017-07-15,2017-07-15 21:31:58.78,d09ba830-3c81-44d1-92de-e2c1ab3aba24
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA7799311_V1_A,30,2017-07-15,2017-07-15 21:31:58.78,d8fcc97c-bea7-4bcf-92bb-5e1dee2f5d0a
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA7799311_V1_A,33,2017-07-15,2017-07-15 21:31:58.78,e59e3f70-de41-43a9-b4dd-244007d37c0c
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA7799311_V1_A,36,2017-07-15,2017-07-15 21:31:58.78,6a0d9fe2-e3d4-4fdc-b51b-b64e4536ef49
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8057675_V1_B,10,2017-07-16,2017-07-16 20:31:17.694,ec2cd8c5-93e2-4d93-82a6-3aea28b55570
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8057675_V1_B,13,2017-07-16,2017-07-16 20:31:17.694,3a194ba8-384b-4bfd-8f22-1fe2c54987a7
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8057675_V1_B,18,2017-07-16,2017-07-16 20:31:17.694,9e974ff1-e650-4ac6-b464-cd2ac73d8032
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8057675_V1_B,21,2017-07-16,2017-07-16 20:31:17.694,25e733aa-fbf0-49d1-b107-6d1487e77d45
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8057675_V1_B,24,2017-07-16,2017-07-16 20:31:17.694,082fb777-eadf-4809-854b-473570b3ea52
HAS RAW,,MRC35177,CCF_HCA_ITK,HCA8057675_V1_B,27,2017-07-16,2017-07-16 20:31:17.694,64698c8f-e6d2-45fa-9639-8559eb9f39bd
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA9150468_V1_B,10,2017-07-16,2017-07-17 00:23:35.057,6cff5d5a-a074-4312-b71d-2e654a288b46
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA9150468_V1_B,13,2017-07-16,2017-07-17 00:23:35.057,0cc184c6-1113-48a5-a451-4ddf9d873472
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA9150468_V1_B,18,2017-07-16,2017-07-17 00:23:35.057,c2ebc2ae-1f4d-421d-8ffa-2debf6454275
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA9150468_V1_B,21,2017-07-16,2017-07-17 00:23:35.057,d68c2f5c-67f4-49ab-97c5-febc3b7fa679
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA9150468_V1_B,24,2017-07-16,2017-07-17 00:23:35.057,4078392c-3939-45ea-a112-846ab8104af5
HAS RAW,CMRR 3T-C,TRIOC,CCF_HCA_ITK,HCA9150468_V1_B,27,2017-07-16,2017-07-17 00:23:35.057,5fe74ed9-89c7-4c41-8fc6-9c649384139f
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6552069_V1_B,10,2017-07-17,2017-07-17 18:31:27.052,0f601e67-42e2-4b3d-b542-ee39c04bb79f
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6552069_V1_B,13,2017-07-17,2017-07-17 18:31:27.052,c9a1c7a0-902e-4e3c-9556-f3a56bd94902
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6552069_V1_B,18,2017-07-17,2017-07-17 18:31:27.052,1b9eebae-88cd-41db-a0bd-21c6f0f83165
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6552069_V1_B,21,2017-07-17,2017-07-17 18:31:27.052,d9d0e773-83a7-47ea-b84a-9c75bb6d31b4
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6552069_V1_B,24,2017-07-17,2017-07-17 18:31:27.052,22797398-56cc-461d-b02c-1fe7076b50e1
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6552069_V1_B,27,2017-07-17,2017-07-17 18:31:27.052,5c75c745-d1c3-4ac3-a30b-5bc2bbd978e5
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9983718_V1_B,10,2017-07-17,2017-07-18 13:33:12.312,5e34cc50-c91b-466f-a101-c60d51719399
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9983718_V1_B,13,2017-07-17,2017-07-18 13:33:12.312,8ff70f69-5b42-4779-abe5-2d7febef986f
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9983718_V1_B,18,2017-07-17,2017-07-18 13:33:12.312,1eaf188a-8f91-40dc-b4c4-01efce058e81
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9983718_V1_B,21,2017-07-17,2017-07-18 13:33:12.312,3c77f7fe-6e36-4484-bce9-0cd2442bbd79
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9983718_V1_B,24,2017-07-17,2017-07-18 13:33:12.312,94a53031-7d82-47f4-8eba-a648a25b6648
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA9983718_V1_B,27,2017-07-17,2017-07-18 13:33:12.312,e6cee384-a452-4cfa-8b63-ae20dfad7a14
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6820674_V1_B,10,2017-07-19,2017-07-19 18:31:23.294,eb8a1c47-f557-4e57-82a1-aec5dbff0c9f
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6820674_V1_B,13,2017-07-19,2017-07-19 18:31:23.294,1284ee39-5019-4272-b719-41bcdcb648f6
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6820674_V1_B,18,2017-07-19,2017-07-19 18:31:23.294,b2212a28-ea84-42f4-9914-3a290086430e
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6820674_V1_B,21,2017-07-19,2017-07-19 18:31:23.294,8b10afe5-d3f0-411e-b0c6-521ff29c4bde
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6820674_V1_B,24,2017-07-19,2017-07-19 18:31:23.294,b6f93b0e-f444-4a3e-a69a-dc31a0de4dd1
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6820674_V1_B,27,2017-07-19,2017-07-19 18:31:23.294,ccdfba62-4ed3-48d2-9bf9-5af65c49afaf
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_A,10,2017-07-19,2017-07-19 19:33:24.292,7612c262-c0a1-4b22-b2ce-100d32e93dc9
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_A,13,2017-07-19,2017-07-19 19:33:24.292,cf9d13d9-4c2d-4cce-a347-702f9721b3ad
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_A,30,2017-07-19,2017-07-19 19:33:24.292,cb5f9b66-bc50-447c-95f3-7fe4c7f540d1
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_A,33,2017-07-19,2017-07-19 19:33:24.292,540c44d1-d99d-4526-b6ed-560ed2832b69
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_A,36,2017-07-19,2017-07-19 19:33:24.292,50e84acf-8d21-48d6-8646-c31dd3c2afd7
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_B,10,2017-07-19,2017-07-20 10:33:34.888,4811cccc-f8dc-490c-a4cd-ff54caaa5882
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_B,13,2017-07-19,2017-07-20 10:33:34.888,291cbee5-78fb-4e5f-afe1-0c3e29a37161
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_B,18,2017-07-19,2017-07-20 10:33:34.888,15f40f19-39d7-4744-9c03-63406cb88ff7
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_B,21,2017-07-19,2017-07-20 10:33:34.888,7aefe2a7-fe46-49d1-ad98-fb1882861871
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_B,24,2017-07-19,2017-07-20 10:33:34.888,278267b1-9ada-48ef-895d-8243e817985c
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA6119257_V1_B,27,2017-07-19,2017-07-20 10:33:34.888,9e1e899a-5908-415d-9068-43549508ae10
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7884605_V1_A,10,2017-07-21,2017-07-21 19:33:14.333,51a93977-2455-45a9-a32e-a40795efb15d
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7884605_V1_A,13,2017-07-21,2017-07-21 19:33:14.333,18e6b869-e20e-4c3b-9532-12c0fffd6ab0
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7884605_V1_A,30,2017-07-21,2017-07-21 19:33:14.333,8e3cf32b-7953-4552-b0c4-77a5ddc9cc49
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7884605_V1_A,33,2017-07-21,2017-07-21 19:33:14.333,8cb28ba6-729e-458c-a8a4-8c421b64aa62
HAS RAW,,MRC35426,CCF_HCA_ITK,HCA7884605_V1_A,36,2017-07-21,2017-07-21 19:33:14.333,83023fbd-e6a9-4d3b-97a8-8c68731bc078
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6605569_V1_A,10,2017-07-24,2017-07-24 17:31:46.095,e786204d-dafa-48b1-bcfe-c5d097eac371
HAS RAW,MGH PrismaFit-Bay4,BAY4OC,CCF_HCA_ITK,HCA6605569_V1_A,13,2017-07-24,2017-07-24 17:31:46.095,1365c926-9a60-441e-b801-4047de35dccf
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6640672_V1_A,10,2017-07-25,2017-07-25 15:52:10.348,d88f6026-8c29-4993-b6c9-ba398501087f
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6640672_V1_A,13,2017-07-25,2017-07-25 15:52:10.348,84a3a2e7-5b06-42e8-89dc-c98224d35c77
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6640672_V1_A,30,2017-07-25,2017-07-25 15:52:10.348,f8497e6e-a5ae-4a64-abf9-e7b2213ac465
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6640672_V1_A,33,2017-07-25,2017-07-25 15:52:10.348,256996ce-b400-4ad3-9a37-46ecb2c02eb2
HAS RAW,,AWP166038,CCF_HCA_ITK,HCA6640672_V1_A,36,2017-07-25,2017-07-25 15:52:10.348,524938de-c24a-42ff-afa6-4fc61461b80a
